DATE,WILLLRGCAPVAL
2004-06-28,27272.54
2004-06-29,27326.40
2004-06-30,27444.09
2004-07-01,27191.46
2004-07-02,27106.09
2004-07-05,.
2004-07-06,26922.76
2004-07-07,26992.14
2004-07-08,26789.16
2004-07-09,26913.52
2004-07-12,26950.97
2004-07-13,26951.73
2004-07-14,26831.49
2004-07-15,26725.47
2004-07-16,26644.36
2004-07-19,26692.97
2004-07-20,26844.91
2004-07-21,26479.68
2004-07-22,26529.77
2004-07-23,26330.83
2004-07-26,26300.90
2004-07-27,26527.02
2004-07-28,26607.58
2004-07-29,26750.05
2004-07-30,26783.09
2004-08-02,26921.23
2004-08-03,26787.15
2004-08-04,26749.41
2004-08-05,26367.55
2004-08-06,25997.27
2004-08-09,26053.23
2004-08-10,26338.26
2004-08-11,26322.28
2004-08-12,25983.16
2004-08-13,26015.44
2004-08-16,26354.10
2004-08-17,26389.92
2004-08-18,26714.54
2004-08-19,26626.31
2004-08-20,26820.83
2004-08-23,26749.02
2004-08-24,26771.70
2004-08-25,26967.26
2004-08-26,26983.28
2004-08-27,27049.59
2004-08-30,26876.34
2004-08-31,27034.62
2004-09-01,27073.08
2004-09-02,27344.25
2004-09-03,27242.67
2004-09-06,.
2004-09-07,27433.68
2004-09-08,27287.11
2004-09-09,27381.23
2004-09-10,27499.96
2004-09-13,27550.76
2004-09-14,27559.74
2004-09-15,27380.85
2004-09-16,27497.45
2004-09-17,27659.26
2004-09-20,27510.32
2004-09-21,27713.73
2004-09-22,27389.24
2004-09-23,27217.60
2004-09-24,27277.62
2004-09-27,27128.78
2004-09-28,27305.76
2004-09-29,27391.11
2004-09-30,27362.51
2004-10-01,27773.58
2004-10-04,27883.13
2004-10-05,27871.04
2004-10-06,28079.56
2004-10-07,27851.67
2004-10-08,27704.59
2004-10-11,27738.87
2004-10-12,27674.40
2004-10-13,27465.46
2004-10-14,27286.33
2004-10-15,27460.16
2004-10-18,27529.65
2004-10-19,27289.71
2004-10-20,27289.95
2004-10-21,27358.85
2004-10-22,27150.49
2004-10-25,27137.92
2004-10-26,27499.77
2004-10-27,27795.08
2004-10-28,27871.74
2004-10-29,27971.11
2004-11-01,27991.70
2004-11-02,27928.31
2004-11-03,28272.64
2004-11-04,28777.63
2004-11-05,28831.44
2004-11-08,28807.51
2004-11-09,28801.50
2004-11-10,28835.38
2004-11-11,29081.90
2004-11-12,29388.26
2004-11-15,29285.72
2004-11-16,29126.32
2004-11-17,29296.91
2004-11-18,29366.43
2004-11-19,29074.47
2004-11-22,29251.14
2004-11-23,29246.50
2004-11-24,29367.34
2004-11-25,.
2004-11-26,29408.03
2004-11-29,29306.84
2004-11-30,29192.42
2004-12-01,29579.55
2004-12-02,29470.05
2004-12-03,29520.09
2004-12-06,29528.55
2004-12-07,29207.51
2004-12-08,29286.73
2004-12-09,29424.94
2004-12-10,29427.20
2004-12-13,29753.12
2004-12-14,29854.54
2004-12-15,29956.34
2004-12-16,29883.13
2004-12-17,29725.77
2004-12-20,29821.41
2004-12-21,30115.58
2004-12-22,30202.32
2004-12-23,30235.97
2004-12-24,.
2004-12-27,30084.14
2004-12-28,30270.91
2004-12-29,30257.89
2004-12-30,30270.41
2004-12-31,30241.09
2005-01-03,29946.44
2005-01-04,29590.09
2005-01-05,29432.62
2005-01-06,29585.31
2005-01-07,29529.20
2005-01-10,29606.51
2005-01-11,29386.97
2005-01-12,29507.82
2005-01-13,29327.03
2005-01-14,29512.41
2005-01-17,.
2005-01-18,29843.08
2005-01-19,29571.70
2005-01-20,29403.31
2005-01-21,29258.71
2005-01-24,29207.27
2005-01-25,29273.44
2005-01-26,29396.82
2005-01-27,29400.77
2005-01-28,29339.46
2005-01-31,29597.93
2005-02-01,29806.17
2005-02-02,29941.11
2005-02-03,29907.75
2005-02-04,30283.60
2005-02-07,30257.30
2005-02-08,30316.51
2005-02-09,30089.41
2005-02-10,30222.21
2005-02-11,30430.75
2005-02-14,30480.47
2005-02-15,30560.03
2005-02-16,30604.63
2005-02-17,30360.34
2005-02-18,30408.76
2005-02-21,.
2005-02-22,29944.88
2005-02-23,30162.36
2005-02-24,30441.00
2005-02-25,30768.40
2005-02-28,30602.92
2005-03-01,30756.16
2005-03-02,30779.09
2005-03-03,30790.59
2005-03-04,31116.76
2005-03-07,31176.37
2005-03-08,31044.91
2005-03-09,30655.04
2005-03-10,30710.46
2005-03-11,30560.41
2005-03-14,30780.18
2005-03-15,30557.22
2005-03-16,30294.52
2005-03-17,30389.86
2005-03-18,30402.56
2005-03-21,30252.93
2005-03-22,29894.81
2005-03-23,29876.75
2005-03-24,29848.75
2005-03-25,.
2005-03-28,29898.27
2005-03-29,29660.73
2005-03-30,30089.29
2005-03-31,30147.79
2005-04-01,30020.31
2005-04-04,30019.73
2005-04-05,30135.50
2005-04-06,30263.30
2005-04-07,30431.16
2005-04-08,30194.26
2005-04-11,30207.35
2005-04-12,30393.04
2005-04-13,30081.71
2005-04-14,29793.05
2005-04-15,29342.52
2005-04-18,29473.28
2005-04-19,29690.72
2005-04-20,29295.26
2005-04-21,29821.10
2005-04-22,29714.87
2005-04-25,29976.50
2005-04-26,29704.50
2005-04-27,29809.61
2005-04-28,29466.28
2005-04-29,29860.94
2005-05-02,29964.05
2005-05-03,29934.33
2005-05-04,30320.38
2005-05-05,30231.58
2005-05-06,30168.68
2005-05-09,30378.04
2005-05-10,30057.86
2005-05-11,30195.14
2005-05-12,29856.51
2005-05-13,29649.37
2005-05-16,29931.74
2005-05-17,30147.42
2005-05-18,30475.70
2005-05-19,30607.82
2005-05-20,30571.99
2005-05-23,30679.70
2005-05-24,30665.27
2005-05-25,30559.09
2005-05-26,30732.25
2005-05-27,30753.47
2005-05-30,.
2005-05-31,30578.55
2005-06-01,30863.26
2005-06-02,30893.78
2005-06-03,30724.70
2005-06-06,30752.27
2005-06-07,30750.41
2005-06-08,30717.58
2005-06-09,30838.89
2005-06-10,30844.13
2005-06-13,30908.87
2005-06-14,30968.65
2005-06-15,31054.38
2005-06-16,31185.27
2005-06-17,31370.82
2005-06-20,31324.23
2005-06-21,31247.67
2005-06-22,31246.92
2005-06-23,30921.37
2005-06-24,30684.82
2005-06-27,30652.50
2005-06-28,30934.52
2005-06-29,30895.77
2005-06-30,30633.60
2005-07-01,30745.86
2005-07-04,.
2005-07-05,30964.48
2005-07-06,30706.18
2005-07-07,30751.57
2005-07-08,31097.96
2005-07-11,31288.85
2005-07-12,31338.05
2005-07-13,31379.53
2005-07-14,31454.18
2005-07-15,31487.06
2005-07-18,31300.09
2005-07-19,31449.80
2005-07-20,31549.86
2005-07-21,31285.92
2005-07-22,31475.60
2005-07-25,31370.54
2005-07-26,31398.57
2005-07-27,31535.88
2005-07-28,31727.09
2005-07-29,31491.30
2005-08-01,31483.47
2005-08-02,31711.47
2005-08-03,31751.83
2005-08-04,31510.37
2005-08-05,31198.41
2005-08-08,31100.39
2005-08-09,31320.23
2005-08-10,31316.11
2005-08-11,31552.77
2005-08-12,31390.37
2005-08-15,31481.18
2005-08-16,31157.61
2005-08-17,31190.61
2005-08-18,31145.05
2005-08-19,31171.15
2005-08-22,31244.57
2005-08-23,31139.59
2005-08-24,30916.01
2005-08-25,30988.19
2005-08-26,30793.79
2005-08-29,30963.70
2005-08-30,30873.09
2005-08-31,31202.51
2005-09-01,31264.41
2005-09-02,31190.63
2005-09-05,.
2005-09-06,31542.43
2005-09-07,31631.05
2005-09-08,31532.70
2005-09-09,31745.05
2005-09-12,31748.39
2005-09-13,31530.74
2005-09-14,31470.77
2005-09-15,31481.72
2005-09-16,31792.84
2005-09-19,31614.26
2005-09-20,31381.33
2005-09-21,31059.53
2005-09-22,31143.09
2005-09-23,31147.72
2005-09-26,31179.59
2005-09-27,31169.13
2005-09-28,31193.82
2005-09-29,31468.56
2005-09-30,31466.11
2005-10-03,31420.92
2005-10-04,31083.29
2005-10-05,30641.20
2005-10-06,30532.10
2005-10-07,30648.59
2005-10-10,30385.20
2005-10-11,30319.48
2005-10-12,30121.74
2005-10-13,30034.46
2005-10-14,30272.73
2005-10-17,30375.59
2005-10-18,30035.54
2005-10-19,30388.22
2005-10-20,29879.39
2005-10-21,29913.29
2005-10-24,30462.19
2005-10-25,30440.90
2005-10-26,30353.44
2005-10-27,30081.46
2005-10-28,30597.96
2005-10-31,30764.93
2005-11-01,30663.60
2005-11-02,30962.19
2005-11-03,31072.11
2005-11-04,31077.13
2005-11-07,31145.94
2005-11-08,31086.11
2005-11-09,31170.68
2005-11-10,31424.25
2005-11-11,31532.65
2005-11-14,31491.12
2005-11-15,31313.06
2005-11-16,31301.44
2005-11-17,31577.97
2005-11-18,31794.36
2005-11-21,31953.84
2005-11-22,32126.39
2005-11-23,32297.58
2005-11-24,.
2005-11-25,32363.76
2005-11-28,32118.69
2005-11-29,32139.19
2005-11-30,31878.39
2005-12-01,32262.53
2005-12-02,32237.14
2005-12-05,32184.02
2005-12-06,32182.00
2005-12-07,31983.89
2005-12-08,31940.22
2005-12-09,32048.82
2005-12-12,32062.83
2005-12-13,32301.81
2005-12-14,32455.99
2005-12-15,32391.43
2005-12-16,32315.57
2005-12-19,32207.88
2005-12-20,32180.25
2005-12-21,32246.76
2005-12-22,32408.17
2005-12-23,32433.25
2005-12-26,.
2005-12-27,32135.69
2005-12-28,32166.50
2005-12-29,32110.12
2005-12-30,31970.61
2006-01-02,.
2006-01-03,32500.68
2006-01-04,32601.54
2006-01-05,32645.16
2006-01-06,32945.39
2006-01-09,33052.60
2006-01-10,33020.10
2006-01-11,33135.31
2006-01-12,32939.24
2006-01-13,33003.68
2006-01-16,.
2006-01-17,32870.22
2006-01-18,32676.97
2006-01-19,32852.59
2006-01-20,32244.35
2006-01-23,32342.84
2006-01-24,32397.40
2006-01-25,32407.77
2006-01-26,32674.50
2006-01-27,32899.20
2006-01-30,32924.64
2006-01-31,32789.49
2006-02-01,32878.81
2006-02-02,32579.81
2006-02-03,32389.24
2006-02-06,32475.49
2006-02-07,32245.81
2006-02-08,32521.68
2006-02-09,32551.00
2006-02-10,32622.47
2006-02-13,32535.43
2006-02-14,32876.26
2006-02-15,33000.43
2006-02-16,33256.13
2006-02-17,33259.08
2006-02-20,.
2006-02-21,33176.71
2006-02-22,33428.31
2006-02-23,33311.23
2006-02-24,33364.46
2006-02-27,33462.06
2006-02-28,33136.60
2006-03-01,33386.55
2006-03-02,33314.32
2006-03-03,33275.17
2006-03-06,33076.52
2006-03-07,33030.97
2006-03-08,33061.97
2006-03-09,32944.13
2006-03-10,33191.15
2006-03-13,33282.64
2006-03-14,33609.53
2006-03-15,33788.11
2006-03-16,33896.33
2006-03-17,33935.64
2006-03-20,33851.09
2006-03-21,33636.57
2006-03-22,33900.05
2006-03-23,33784.36
2006-03-24,33829.76
2006-03-27,33798.36
2006-03-28,33542.31
2006-03-29,33777.53
2006-03-30,33674.93
2006-03-31,33558.55
2006-04-03,33682.02
2006-04-04,33902.27
2006-04-05,34054.56
2006-04-06,33945.97
2006-04-07,33577.15
2006-04-10,33615.92
2006-04-11,33399.73
2006-04-12,33463.48
2006-04-13,33450.64
2006-04-14,.
2006-04-17,33406.67
2006-04-18,34033.93
2006-04-19,34076.71
2006-04-20,34121.41
2006-04-21,34169.76
2006-04-24,34093.35
2006-04-25,33913.18
2006-04-26,34015.72
2006-04-27,34193.54
2006-04-28,34370.73
2006-05-01,34204.45
2006-05-02,34480.21
2006-05-03,34392.12
2006-05-04,34507.81
2006-05-05,34894.12
2006-05-08,34847.13
2006-05-09,34894.87
2006-05-10,34854.42
2006-05-11,34420.52
2006-05-12,34005.86
2006-05-15,34088.08
2006-05-16,34046.18
2006-05-17,33407.47
2006-05-18,33168.26
2006-05-19,33312.17
2006-05-22,33224.61
2006-05-23,33105.82
2006-05-24,33111.35
2006-05-25,33491.57
2006-05-26,33740.68
2006-05-29,.
2006-05-30,33220.08
2006-05-31,33545.62
2006-06-01,33926.24
2006-06-02,34051.30
2006-06-05,33487.67
2006-06-06,33409.59
2006-06-07,33232.58
2006-06-08,33272.97
2006-06-09,33141.22
2006-06-12,32764.60
2006-06-13,32338.88
2006-06-14,32470.26
2006-06-15,33182.41
2006-06-16,33091.63
2006-06-19,32796.14
2006-06-20,32813.49
2006-06-21,33079.80
2006-06-22,32968.74
2006-06-23,32942.48
2006-06-26,33160.90
2006-06-27,32923.78
2006-06-28,33155.67
2006-06-29,33816.03
2006-06-30,33754.78
2006-07-03,34074.43
2006-07-04,.
2006-07-05,33906.41
2006-07-06,34052.18
2006-07-07,33903.65
2006-07-10,33990.17
2006-07-11,34098.29
2006-07-12,33761.69
2006-07-13,33321.96
2006-07-14,33190.50
2006-07-17,33136.28
2006-07-18,33262.09
2006-07-19,33911.00
2006-07-20,33680.43
2006-07-21,33467.41
2006-07-24,34007.40
2006-07-25,34246.66
2006-07-26,34296.24
2006-07-27,34188.39
2006-07-28,34627.34
2006-07-31,34565.95
2006-08-01,34469.71
2006-08-02,34611.35
2006-08-03,34700.95
2006-08-04,34731.64
2006-08-07,34638.44
2006-08-08,34535.88
2006-08-09,34366.59
2006-08-10,34514.07
2006-08-11,34404.07
2006-08-14,34443.89
2006-08-15,34892.48
2006-08-16,35085.68
2006-08-17,35147.08
2006-08-18,35280.69
2006-08-21,35178.91
2006-08-22,35236.30
2006-08-23,35106.68
2006-08-24,35189.33
2006-08-25,35132.82
2006-08-28,35319.20
2006-08-29,35344.88
2006-08-30,35325.41
2006-08-31,35311.43
2006-09-01,35491.35
2006-09-04,.
2006-09-05,35558.87
2006-09-06,35267.40
2006-09-07,35117.01
2006-09-08,35229.16
2006-09-11,35172.07
2006-09-12,35468.12
2006-09-13,35660.93
2006-09-14,35617.37
2006-09-15,35635.87
2006-09-18,35680.41
2006-09-19,35622.20
2006-09-20,35794.38
2006-09-21,35656.70
2006-09-22,35629.96
2006-09-25,35899.09
2006-09-26,36167.46
2006-09-27,36182.14
2006-09-28,36264.10
2006-09-29,36181.13
2006-10-02,36140.70
2006-10-03,36207.45
2006-10-04,36573.14
2006-10-05,36615.87
2006-10-06,36519.43
2006-10-09,36562.20
2006-10-10,36666.79
2006-10-11,36588.53
2006-10-12,36911.42
2006-10-13,37048.81
2006-10-16,37110.33
2006-10-17,36995.57
2006-10-18,37089.23
2006-10-19,37076.17
2006-10-20,37149.96
2006-10-23,37359.61
2006-10-24,37353.13
2006-10-25,37497.65
2006-10-26,37627.67
2006-10-27,37351.58
2006-10-30,37336.78
2006-10-31,37328.05
2006-11-01,37128.87
2006-11-02,37093.95
2006-11-03,37030.53
2006-11-06,37436.81
2006-11-07,37496.53
2006-11-08,37648.51
2006-11-09,37481.53
2006-11-10,37540.96
2006-11-13,37650.46
2006-11-14,37839.04
2006-11-15,37905.04
2006-11-16,37976.17
2006-11-17,38057.60
2006-11-20,38059.86
2006-11-21,38081.06
2006-11-22,38121.93
2006-11-23,.
2006-11-24,37995.11
2006-11-27,37528.80
2006-11-28,37644.11
2006-11-29,38033.84
2006-11-30,38096.74
2006-12-01,38035.98
2006-12-04,38293.84
2006-12-05,38445.83
2006-12-06,38359.20
2006-12-07,38242.80
2006-12-08,38325.13
2006-12-11,38460.28
2006-12-12,38506.62
2006-12-13,38563.32
2006-12-14,38893.52
2006-12-15,38964.03
2006-12-18,38892.94
2006-12-19,38975.35
2006-12-20,38953.90
2006-12-21,38858.98
2006-12-22,38668.24
2006-12-25,.
2006-12-26,38884.94
2006-12-27,39212.15
2006-12-28,39153.33
2006-12-29,38961.00
2007-01-01,.
2007-01-02,.
2007-01-03,38937.76
2007-01-04,38873.27
2007-01-05,38601.80
2007-01-08,38687.06
2007-01-09,38653.01
2007-01-10,38678.94
2007-01-11,38847.52
2007-01-12,39016.15
2007-01-15,.
2007-01-16,39072.28
2007-01-17,39038.81
2007-01-18,38990.41
2007-01-19,39082.48
2007-01-22,38943.83
2007-01-23,39095.56
2007-01-24,39404.33
2007-01-25,38980.36
2007-01-26,38962.71
2007-01-29,38933.42
2007-01-30,39190.83
2007-01-31,39429.24
2007-02-01,39698.13
2007-02-02,39771.57
2007-02-05,39813.68
2007-02-06,39843.15
2007-02-07,39856.15
2007-02-08,39789.29
2007-02-09,39544.59
2007-02-12,39448.15
2007-02-13,39791.89
2007-02-14,40075.57
2007-02-15,40042.65
2007-02-16,40031.39
2007-02-19,.
2007-02-20,40136.90
2007-02-21,40024.78
2007-02-22,39958.47
2007-02-23,39798.68
2007-02-26,39848.65
2007-02-27,38508.89
2007-02-28,38698.05
2007-03-01,38613.97
2007-03-02,38180.46
2007-03-05,37774.08
2007-03-06,38394.11
2007-03-07,38295.23
2007-03-08,38597.37
2007-03-09,38644.66
2007-03-12,38763.56
2007-03-13,37970.30
2007-03-14,38184.20
2007-03-15,38376.95
2007-03-16,38192.89
2007-03-19,38614.14
2007-03-20,38924.14
2007-03-21,39591.85
2007-03-22,39584.31
2007-03-23,39669.93
2007-03-26,39691.47
2007-03-27,39479.83
2007-03-28,39194.36
2007-03-29,39399.65
2007-03-30,39321.56
2007-04-02,39392.35
2007-04-03,39745.03
2007-04-04,39706.01
2007-04-05,39815.01
2007-04-06,.
2007-04-09,39861.11
2007-04-10,40001.00
2007-04-11,39741.85
2007-04-12,39895.39
2007-04-13,40050.71
2007-04-16,40521.92
2007-04-17,40568.66
2007-04-18,40695.92
2007-04-19,40657.02
2007-04-20,41050.39
2007-04-23,40891.21
2007-04-24,40816.44
2007-04-25,41314.69
2007-04-26,41293.39
2007-04-27,41261.17
2007-04-30,40992.50
2007-05-01,41115.33
2007-05-02,41321.88
2007-05-03,41560.09
2007-05-04,41655.19
2007-05-07,41801.13
2007-05-08,41739.86
2007-05-09,41941.69
2007-05-10,41393.21
2007-05-11,41812.65
2007-05-14,41759.87
2007-05-15,41782.20
2007-05-16,42123.03
2007-05-17,42090.31
2007-05-18,42375.69
2007-05-21,42388.60
2007-05-22,42376.46
2007-05-23,42299.83
2007-05-24,41874.80
2007-05-25,42106.40
2007-05-28,.
2007-05-29,42159.88
2007-05-30,42486.73
2007-05-31,42446.01
2007-06-01,42615.89
2007-06-04,42620.56
2007-06-05,42347.23
2007-06-06,41952.06
2007-06-07,41223.01
2007-06-08,41687.14
2007-06-11,41793.71
2007-06-12,41337.31
2007-06-13,42002.17
2007-06-14,42163.86
2007-06-15,42458.05
2007-06-18,42381.25
2007-06-19,42509.67
2007-06-20,41812.44
2007-06-21,42082.21
2007-06-22,41451.30
2007-06-25,41360.46
2007-06-26,41230.36
2007-06-27,41611.79
2007-06-28,41636.85
2007-06-29,41590.76
2007-07-02,42053.03
2007-07-03,42242.17
2007-07-04,.
2007-07-05,42154.93
2007-07-06,42262.93
2007-07-09,42328.52
2007-07-10,41643.36
2007-07-11,41883.32
2007-07-12,42729.83
2007-07-13,42924.14
2007-07-16,42824.55
2007-07-17,42796.37
2007-07-18,42634.74
2007-07-19,42778.69
2007-07-20,42180.93
2007-07-23,42426.50
2007-07-24,41479.78
2007-07-25,41762.68
2007-07-26,40651.14
2007-07-27,39957.06
2007-07-30,40344.19
2007-07-31,39871.60
2007-08-01,40154.69
2007-08-02,40276.27
2007-08-03,39099.99
2007-08-06,40195.96
2007-08-07,40557.68
2007-08-08,41151.75
2007-08-09,39797.90
2007-08-10,39835.05
2007-08-13,39767.83
2007-08-14,39105.72
2007-08-15,38590.76
2007-08-16,38955.56
2007-08-17,40067.45
2007-08-20,40071.77
2007-08-21,40073.33
2007-08-22,40540.81
2007-08-23,40497.55
2007-08-24,40920.63
2007-08-27,40514.51
2007-08-28,39475.90
2007-08-29,40308.64
2007-08-30,40065.58
2007-08-31,40505.56
2007-09-03,.
2007-09-04,40941.79
2007-09-05,40431.85
2007-09-06,40607.54
2007-09-07,39945.13
2007-09-10,39848.99
2007-09-11,40393.62
2007-09-12,40449.04
2007-09-13,40860.19
2007-09-14,40863.28
2007-09-17,40670.75
2007-09-18,41952.73
2007-09-19,42243.42
2007-09-20,41900.41
2007-09-21,42062.57
2007-09-24,41755.79
2007-09-25,41664.09
2007-09-26,41920.28
2007-09-27,42101.06
2007-09-28,41905.35
2007-10-01,42524.55
2007-10-02,42550.54
2007-10-03,42405.20
2007-10-04,42503.07
2007-10-05,42879.46
2007-10-08,42646.73
2007-10-09,42998.17
2007-10-10,42771.10
2007-10-11,42624.66
2007-10-12,42705.44
2007-10-15,42358.16
2007-10-16,42006.91
2007-10-17,41991.59
2007-10-18,41850.61
2007-10-19,40855.44
2007-10-22,41004.42
2007-10-23,41275.76
2007-10-24,41151.52
2007-10-25,41140.94
2007-10-26,41720.75
2007-10-29,41911.07
2007-10-30,41567.79
2007-10-31,41994.84
2007-11-01,40690.15
2007-11-02,40481.36
2007-11-05,40242.71
2007-11-06,40727.93
2007-11-07,39441.63
2007-11-08,39709.34
2007-11-09,39365.81
2007-11-12,39116.02
2007-11-13,40238.22
2007-11-14,39999.92
2007-11-15,39345.38
2007-11-16,39413.20
2007-11-19,38657.69
2007-11-20,38789.05
2007-11-21,38153.05
2007-11-22,.
2007-11-23,38842.46
2007-11-26,37869.71
2007-11-27,38499.17
2007-11-28,39658.38
2007-11-29,39640.21
2007-11-30,40145.40
2007-12-03,39913.96
2007-12-04,39560.91
2007-12-05,40199.96
2007-12-06,40832.20
2007-12-07,40746.83
2007-12-10,41130.34
2007-12-11,40038.43
2007-12-12,40166.07
2007-12-13,40279.71
2007-12-14,39640.13
2007-12-17,39131.33
2007-12-18,39400.17
2007-12-19,39327.31
2007-12-20,39402.04
2007-12-21,40062.41
2007-12-24,40406.95
2007-12-25,.
2007-12-26,40415.92
2007-12-27,39854.65
2007-12-28,39907.48
2007-12-31,39679.28
2008-01-01,.
2008-01-02,39093.92
2008-01-03,39082.57
2008-01-04,38300.70
2008-01-07,38494.22
2008-01-08,37789.74
2008-01-09,38254.35
2008-01-10,38605.94
2008-01-11,38214.38
2008-01-14,38528.19
2008-01-15,37562.02
2008-01-16,37543.43
2008-01-17,36297.15
2008-01-18,35969.05
2008-01-21,.
2008-01-22,35755.42
2008-01-23,36877.63
2008-01-24,37083.51
2008-01-25,36439.09
2008-01-28,37237.54
2008-01-29,37604.50
2008-01-30,37395.18
2008-01-31,38041.45
2008-02-01,38516.84
2008-02-04,38095.46
2008-02-05,36813.57
2008-02-06,36591.25
2008-02-07,36887.44
2008-02-08,36523.86
2008-02-11,36522.21
2008-02-12,36901.90
2008-02-13,37345.69
2008-02-14,36849.11
2008-02-15,36965.02
2008-02-18,.
2008-02-19,36891.40
2008-02-20,37132.73
2008-02-21,36672.49
2008-02-22,37022.64
2008-02-25,37562.74
2008-02-26,37771.98
2008-02-27,37750.28
2008-02-28,37314.49
2008-02-29,36285.85
2008-03-03,36284.13
2008-03-04,36119.75
2008-03-05,36230.08
2008-03-06,35327.05
2008-03-07,35056.21
2008-03-10,34558.78
2008-03-11,36058.16
2008-03-12,35691.01
2008-03-13,35812.39
2008-03-14,35027.64
2008-03-17,34839.40
2008-03-18,36423.50
2008-03-19,35628.22
2008-03-20,36713.23
2008-03-21,.
2008-03-24,37045.52
2008-03-25,37031.08
2008-03-26,36622.72
2008-03-27,36271.68
2008-03-28,35958.67
2008-03-31,36135.08
2008-04-01,37527.29
2008-04-02,37441.78
2008-04-03,37513.14
2008-04-04,37401.94
2008-04-07,37551.92
2008-04-08,37319.09
2008-04-09,36990.71
2008-04-10,37025.06
2008-04-11,36246.04
2008-04-14,36024.66
2008-04-15,36257.93
2008-04-16,37077.75
2008-04-17,37193.37
2008-04-18,37674.05
2008-04-21,37435.13
2008-04-22,37218.88
2008-04-23,37223.22
2008-04-24,37643.52
2008-04-25,37946.49
2008-04-28,37897.78
2008-04-29,37768.20
2008-04-30,37679.71
2008-05-01,38313.16
2008-05-02,38449.13
2008-05-05,38198.05
2008-05-06,38388.55
2008-05-07,37648.46
2008-05-08,37684.98
2008-05-09,37421.37
2008-05-12,37876.48
2008-05-13,37794.28
2008-05-14,38049.76
2008-05-15,38352.67
2008-05-16,38341.04
2008-05-19,38459.12
2008-05-20,38027.75
2008-05-21,37472.70
2008-05-22,37567.04
2008-05-23,37020.59
2008-05-26,.
2008-05-27,37176.46
2008-05-28,37256.40
2008-05-29,37525.92
2008-05-30,37487.58
2008-06-02,37061.25
2008-06-03,36765.24
2008-06-04,36656.14
2008-06-05,37326.04
2008-06-06,36119.02
2008-06-09,36062.65
2008-06-10,36034.83
2008-06-11,35430.45
2008-06-12,35541.12
2008-06-13,36000.68
2008-06-16,35977.61
2008-06-17,35626.20
2008-06-18,35266.92
2008-06-19,35366.54
2008-06-20,34759.22
2008-06-23,34703.05
2008-06-24,34759.78
2008-06-25,34932.95
2008-06-26,33871.27
2008-06-27,33654.81
2008-06-30,33754.00
2008-07-01,33908.09
2008-07-02,33431.91
2008-07-03,33508.93
2008-07-04,.
2008-07-07,33098.97
2008-07-08,33906.92
2008-07-09,33143.71
2008-07-10,33331.24
2008-07-11,32902.76
2008-07-14,32418.40
2008-07-15,31928.07
2008-07-16,32972.07
2008-07-17,33516.01
2008-07-18,33700.54
2008-07-21,33629.52
2008-07-22,34361.00
2008-07-23,34564.38
2008-07-24,33618.47
2008-07-25,33601.01
2008-07-28,32890.20
2008-07-29,33812.53
2008-07-30,34433.33
2008-07-31,33928.80
2008-08-01,33834.26
2008-08-04,33576.65
2008-08-05,34570.58
2008-08-06,34566.94
2008-08-07,33797.92
2008-08-08,34642.84
2008-08-11,34930.30
2008-08-12,34227.56
2008-08-13,33996.03
2008-08-14,34221.80
2008-08-15,34373.14
2008-08-18,33801.31
2008-08-19,33420.31
2008-08-20,33638.53
2008-08-21,33712.14
2008-08-22,34155.85
2008-08-25,33466.59
2008-08-26,33599.53
2008-08-27,33882.54
2008-08-28,34565.04
2008-08-29,34184.70
2008-09-01,.
2008-09-02,34211.22
2008-09-03,34325.78
2008-09-04,33290.83
2008-09-05,33553.93
2008-09-08,34531.50
2008-09-09,33259.58
2008-09-10,33374.11
2008-09-11,33775.53
2008-09-12,33776.90
2008-09-15,31916.78
2008-09-16,32653.89
2008-09-17,31026.27
2008-09-18,32683.42
2008-09-19,34411.82
2008-09-22,32861.11
2008-09-23,32314.13
2008-09-24,32188.62
2008-09-25,32940.59
2008-09-26,33161.02
2008-09-29,30177.52
2008-09-30,31918.34
2008-10-01,32084.94
2008-10-02,30914.42
2008-10-03,30429.92
2008-10-06,29316.69
2008-10-07,27516.60
2008-10-08,27020.50
2008-10-09,24630.24
2008-10-10,24551.44
2008-10-13,27193.60
2008-10-14,27510.96
2008-10-15,25095.89
2008-10-16,26080.95
2008-10-17,25854.05
2008-10-20,27147.15
2008-10-21,26434.04
2008-10-22,24791.72
2008-10-23,25300.49
2008-10-24,24417.07
2008-10-27,23665.18
2008-10-28,26155.79
2008-10-29,25775.79
2008-10-30,26330.31
2008-10-31,26769.17
2008-11-03,26795.50
2008-11-04,27923.38
2008-11-05,26383.33
2008-11-06,24984.90
2008-11-07,25760.97
2008-11-10,25374.51
2008-11-11,24855.43
2008-11-12,23566.91
2008-11-13,25161.86
2008-11-14,24182.01
2008-11-17,23540.31
2008-11-18,23753.73
2008-11-19,22172.87
2008-11-20,20587.55
2008-11-21,21911.13
2008-11-24,23445.67
2008-11-25,23783.12
2008-11-26,24603.18
2008-11-27,.
2008-11-28,24947.05
2008-12-01,22615.51
2008-12-02,23706.90
2008-12-03,24391.73
2008-12-04,23650.85
2008-12-05,24539.88
2008-12-08,25557.64
2008-12-09,24844.93
2008-12-10,25120.73
2008-12-11,24300.65
2008-12-12,24527.99
2008-12-15,24119.13
2008-12-16,25441.28
2008-12-17,25144.50
2008-12-18,24520.89
2008-12-19,24527.38
2008-12-22,24135.64
2008-12-23,23916.63
2008-12-24,24067.64
2008-12-25,.
2008-12-26,24212.59
