DATE,WILL5000PR
2004-07-06,10897.72
2004-07-07,10917.42
2004-07-08,10813.41
2004-07-09,10849.93
2004-07-12,10855.57
2004-07-13,10861.31
2004-07-14,10828.33
2004-07-15,10799.08
2004-07-16,10742.37
2004-07-19,10735.14
2004-07-20,10822.63
2004-07-21,10659.51
2004-07-22,10676.25
2004-07-23,10566.84
2004-07-26,10525.49
2004-07-27,10638.11
2004-07-28,10632.54
2004-07-29,10699.89
2004-07-30,10716.61
2004-08-02,10758.31
2004-08-03,10682.55
2004-08-04,10662.26
2004-08-05,10488.53
2004-08-06,10323.01
2004-08-09,10328.93
2004-08-10,10469.92
2004-08-11,10434.91
2004-08-12,10308.46
2004-08-13,10319.39
2004-08-16,10463.57
2004-08-17,10492.94
2004-08-18,10632.63
2004-08-19,10589.60
2004-08-20,10678.18
2004-08-23,10645.39
2004-08-24,10651.33
2004-08-25,10736.53
2004-08-26,10734.87
2004-08-27,10769.65
2004-08-30,10680.17
2004-08-31,10735.48
2004-09-01,10763.59
2004-09-02,10879.76
2004-09-03,10833.07
2004-09-06,.
2004-09-07,10912.33
2004-09-08,10860.26
2004-09-09,10894.26
2004-09-10,10948.40
2004-09-13,10975.55
2004-09-14,10991.83
2004-09-15,10920.30
2004-09-16,10963.84
2004-09-17,11002.92
2004-09-20,10944.37
2004-09-21,11019.70
2004-09-22,10869.49
2004-09-23,10824.23
2004-09-24,10840.94
2004-09-27,10768.22
2004-09-28,10835.91
2004-09-29,10886.15
2004-09-30,10893.78
2004-10-01,11058.99
2004-10-04,11099.29
2004-10-05,11089.97
2004-10-06,11165.00
2004-10-07,11046.90
2004-10-08,10963.86
2004-10-11,10985.93
2004-10-12,10962.41
2004-10-13,10878.48
2004-10-14,10786.17
2004-10-15,10836.38
2004-10-18,10891.33
2004-10-19,10792.42
2004-10-20,10804.31
2004-10-21,10846.58
2004-10-22,10738.49
2004-10-25,10734.99
2004-10-26,10883.35
2004-10-27,11024.45
2004-10-28,11034.57
2004-10-29,11056.51
2004-11-01,11063.82
2004-11-02,11057.70
2004-11-03,11189.41
2004-11-04,11356.84
2004-11-05,11397.66
2004-11-08,11381.60
2004-11-09,11384.04
2004-11-10,11384.55
2004-11-11,11487.41
2004-11-12,11595.05
2004-11-15,11596.94
2004-11-16,11519.57
2004-11-17,11585.77
2004-11-18,11597.12
2004-11-19,11468.38
2004-11-22,11540.13
2004-11-23,11549.92
2004-11-24,11606.50
2004-11-25,.
2004-11-26,11619.17
2004-11-29,11593.36
2004-11-30,11552.06
2004-12-01,11720.54
2004-12-02,11706.26
2004-12-03,11718.17
2004-12-06,11706.93
2004-12-07,11567.43
2004-12-08,11623.55
2004-12-09,11677.94
2004-12-10,11676.94
2004-12-13,11776.81
2004-12-14,11829.97
2004-12-15,11868.19
2004-12-16,11833.61
2004-12-17,11765.01
2004-12-20,11756.67
2004-12-21,11867.63
2004-12-22,11909.37
2004-12-23,11917.56
2004-12-24,.
2004-12-27,11863.31
2004-12-28,11960.93
2004-12-29,11961.13
2004-12-30,11966.61
2004-12-31,11951.47
2005-01-03,11832.86
2005-01-04,11679.31
2005-01-05,11611.79
2005-01-06,11653.56
2005-01-07,11629.17
2005-01-10,11676.50
2005-01-11,11599.02
2005-01-12,11642.74
2005-01-13,11559.19
2005-01-14,11635.73
2005-01-17,.
2005-01-18,11748.96
2005-01-19,11638.89
2005-01-20,11552.97
2005-01-21,11490.38
2005-01-24,11436.62
2005-01-25,11474.14
2005-01-26,11544.35
2005-01-27,11550.59
2005-01-28,11517.75
2005-01-31,11627.25
2005-02-01,11709.38
2005-02-02,11752.25
2005-02-03,11719.08
2005-02-04,11852.99
2005-02-07,11839.19
2005-02-08,11848.39
2005-02-09,11734.30
2005-02-10,11779.42
2005-02-11,11868.64
2005-02-14,11878.65
2005-02-15,11911.18
2005-02-16,11922.89
2005-02-17,11828.40
2005-02-18,11832.07
2005-02-21,.
2005-02-22,11655.73
2005-02-23,11718.47
2005-02-24,11814.51
2005-02-25,11933.02
2005-02-28,11859.80
2005-03-01,11927.83
2005-03-02,11924.59
2005-03-03,11926.32
2005-03-04,12038.82
2005-03-07,12071.69
2005-03-08,12008.00
2005-03-09,11884.12
2005-03-10,11892.11
2005-03-11,11820.74
2005-03-14,11893.56
2005-03-15,11812.06
2005-03-16,11713.37
2005-03-17,11738.62
2005-03-18,11727.90
2005-03-21,11678.83
2005-03-22,11570.94
2005-03-23,11557.77
2005-03-24,11558.65
2005-03-25,.
2005-03-28,11576.78
2005-03-29,11477.20
2005-03-30,11633.97
2005-03-31,11637.25
2005-04-01,11569.79
2005-04-04,11597.85
2005-04-05,11644.49
2005-04-06,11670.94
2005-04-07,11739.03
2005-04-08,11636.47
2005-04-11,11629.63
2005-04-12,11695.44
2005-04-13,11553.90
2005-04-14,11429.62
2005-04-15,11244.80
2005-04-18,11281.60
2005-04-19,11368.29
2005-04-20,11215.84
2005-04-21,11431.55
2005-04-22,11346.88
2005-04-25,11452.76
2005-04-26,11349.22
2005-04-27,11382.91
2005-04-28,11245.73
2005-04-29,11367.56
2005-05-02,11426.87
2005-05-03,11417.08
2005-05-04,11562.16
2005-05-05,11541.79
2005-05-06,11535.55
2005-05-09,11611.59
2005-05-10,11493.34
2005-05-11,11535.82
2005-05-12,11415.62
2005-05-13,11357.87
2005-05-16,11475.85
2005-05-17,11554.77
2005-05-18,11684.87
2005-05-19,11741.80
2005-05-20,11727.93
2005-05-23,11777.06
2005-05-24,11780.23
2005-05-25,11729.34
2005-05-26,11813.30
2005-05-27,11833.81
2005-05-30,.
2005-05-31,11778.43
2005-06-01,11884.67
2005-06-02,11910.22
2005-06-03,11833.39
2005-06-06,11852.33
2005-06-07,11851.46
2005-06-08,11821.87
2005-06-09,11890.26
2005-06-10,11865.65
2005-06-13,11898.13
2005-06-14,11934.14
2005-06-15,11962.12
2005-06-16,12018.08
2005-06-17,12067.83
2005-06-20,12059.05
2005-06-21,12034.96
2005-06-22,12042.44
2005-06-23,11917.06
2005-06-24,11829.64
2005-06-27,11822.97
2005-06-28,11939.42
2005-06-29,11930.50
2005-06-30,11856.67
2005-07-01,11896.27
2005-07-04,.
2005-07-05,12006.90
2005-07-06,11915.84
2005-07-07,11947.20
2005-07-08,12092.00
2005-07-11,12177.66
2005-07-12,12202.97
2005-07-13,12203.30
2005-07-14,12214.20
2005-07-15,12230.85
2005-07-18,12166.90
2005-07-19,12261.46
2005-07-20,12327.32
2005-07-21,12234.24
2005-07-22,12311.03
2005-07-25,12258.72
2005-07-26,12285.63
2005-07-27,12334.91
2005-07-28,12415.86
2005-07-29,12333.31
2005-08-01,12351.91
2005-08-02,12441.73
2005-08-03,12439.49
2005-08-04,12338.00
2005-08-05,12231.53
2005-08-08,12187.12
2005-08-09,12257.52
2005-08-10,12241.03
2005-08-11,12328.96
2005-08-12,12260.13
2005-08-15,12296.21
2005-08-16,12152.38
2005-08-17,12155.34
2005-08-18,12137.81
2005-08-19,12148.37
2005-08-22,12173.35
2005-08-23,12138.21
2005-08-24,12074.33
2005-08-25,12102.72
2005-08-26,12020.59
2005-08-29,12096.19
2005-08-30,12062.75
2005-08-31,12199.09
2005-09-01,12216.72
2005-09-02,12173.54
2005-09-05,.
2005-09-06,12325.89
2005-09-07,12360.66
2005-09-08,12313.38
2005-09-09,12407.05
2005-09-12,12403.63
2005-09-13,12308.65
2005-09-14,12260.73
2005-09-15,12262.57
2005-09-16,12354.21
2005-09-19,12289.08
2005-09-20,12193.78
2005-09-21,12070.37
2005-09-22,12105.59
2005-09-23,12123.85
2005-09-26,12142.40
2005-09-27,12139.58
2005-09-28,12143.63
2005-09-29,12255.69
2005-09-30,12282.87
2005-10-03,12281.00
2005-10-04,12157.59
2005-10-05,11956.32
2005-10-06,11891.88
2005-10-07,11941.59
2005-10-10,11853.65
2005-10-11,11816.31
2005-10-12,11724.07
2005-10-13,11711.87
2005-10-14,11823.35
2005-10-17,11859.54
2005-10-18,11734.45
2005-10-19,11907.70
2005-10-20,11732.11
2005-10-21,11773.12
2005-10-24,11974.85
2005-10-25,11945.29
2005-10-26,11889.46
2005-10-27,11742.88
2005-10-28,11933.82
2005-10-31,12043.73
2005-11-01,12007.42
2005-11-02,12144.03
2005-11-03,12195.23
2005-11-04,12194.17
2005-11-07,12224.14
2005-11-08,12177.21
2005-11-09,12200.43
2005-11-10,12295.55
2005-11-11,12333.89
2005-11-14,12323.20
2005-11-15,12267.12
2005-11-16,12283.90
2005-11-17,12415.41
2005-11-18,12468.99
2005-11-21,12543.34
2005-11-22,12609.54
2005-11-23,12650.77
2005-11-24,.
2005-11-25,12675.34
2005-11-28,12548.01
2005-11-29,12552.71
2005-11-30,12496.61
2005-12-01,12659.74
2005-12-02,12665.67
2005-12-05,12629.10
2005-12-06,12644.00
2005-12-07,12581.10
2005-12-08,12579.40
2005-12-09,12615.39
2005-12-12,12628.53
2005-12-13,12684.52
2005-12-14,12733.53
2005-12-15,12704.21
2005-12-16,12667.59
2005-12-19,12577.35
2005-12-20,12580.03
2005-12-21,12623.74
2005-12-22,12681.67
2005-12-23,12692.96
2005-12-26,.
2005-12-27,12566.31
2005-12-28,12591.18
2005-12-29,12556.03
2005-12-30,12497.18
2006-01-02,.
2006-01-03,12698.28
2006-01-04,12756.86
2006-01-05,12763.65
2006-01-06,12888.29
2006-01-09,12947.54
2006-01-10,12958.13
2006-01-11,12996.26
2006-01-12,12914.45
2006-01-13,12929.73
2006-01-16,.
2006-01-17,12882.04
2006-01-18,12835.93
2006-01-19,12923.68
2006-01-20,12696.69
2006-01-23,12725.92
2006-01-24,12779.14
2006-01-25,12749.11
2006-01-26,12850.36
2006-01-27,12941.67
2006-01-30,12958.01
2006-01-31,12930.07
2006-02-01,12944.84
2006-02-02,12827.67
2006-02-03,12763.73
2006-02-06,12783.21
2006-02-07,12663.56
2006-02-08,12757.18
2006-02-09,12731.83
2006-02-10,12753.71
2006-02-13,12695.39
2006-02-14,12817.28
2006-02-15,12867.50
2006-02-16,12968.08
2006-02-17,12952.02
2006-02-20,.
2006-02-21,12910.88
2006-02-22,13005.75
2006-02-23,12965.80
2006-02-24,12990.60
2006-02-27,13038.57
2006-02-28,12901.14
2006-03-01,13019.59
2006-03-02,13002.67
2006-03-03,12982.57
2006-03-06,12888.42
2006-03-07,12835.58
2006-03-08,12853.99
2006-03-09,12794.78
2006-03-10,12887.10
2006-03-13,12914.81
2006-03-14,13047.74
2006-03-15,13112.24
2006-03-16,13131.50
2006-03-17,13155.59
2006-03-20,13137.10
2006-03-21,13048.14
2006-03-22,13131.13
2006-03-23,13112.83
2006-03-24,13141.94
2006-03-27,13131.37
2006-03-28,13060.12
2006-03-29,13175.60
2006-03-30,13153.76
2006-03-31,13121.56
2006-04-03,13131.26
2006-04-04,13203.10
2006-04-05,13262.75
2006-04-06,13241.61
2006-04-07,13106.02
2006-04-10,13104.67
2006-04-11,12994.30
2006-04-12,13016.56
2006-04-13,13031.95
2006-04-14,.
2006-04-17,12999.46
2006-04-18,13231.40
2006-04-19,13278.62
2006-04-20,13283.15
2006-04-21,13276.56
2006-04-24,13237.91
2006-04-25,13180.07
2006-04-26,13205.88
2006-04-27,13235.29
2006-04-28,13252.50
2006-05-01,13203.22
2006-05-02,13278.40
2006-05-03,13234.29
2006-05-04,13288.63
2006-05-05,13425.23
2006-05-08,13420.79
2006-05-09,13421.89
2006-05-10,13394.85
2006-05-11,13213.34
2006-05-12,13046.75
2006-05-15,13053.47
2006-05-16,13033.56
2006-05-17,12816.75
2006-05-18,12726.09
2006-05-19,12775.70
2006-05-22,12709.78
2006-05-23,12654.50
2006-05-24,12661.91
2006-05-25,12818.76
2006-05-26,12895.75
2006-05-29,.
2006-05-30,12686.25
2006-05-31,12802.45
2006-06-01,12971.42
2006-06-02,13000.38
2006-06-05,12754.92
2006-06-06,12722.96
2006-06-07,12644.89
2006-06-08,12649.09
2006-06-09,12598.13
2006-06-12,12411.00
2006-06-13,12267.35
2006-06-14,12327.68
2006-06-15,12616.77
2006-06-16,12564.72
2006-06-19,12436.92
2006-06-20,12425.64
2006-06-21,12567.00
2006-06-22,12504.22
2006-06-23,12513.34
2006-06-26,12580.73
2006-06-27,12459.40
2006-06-28,12518.19
2006-06-29,12808.90
2006-06-30,12808.89
2006-07-03,12906.50
2006-07-04,.
2006-07-05,12798.99
2006-07-06,12827.78
2006-07-07,12729.05
2006-07-10,12739.65
2006-07-11,12792.18
2006-07-12,12648.77
2006-07-13,12472.87
2006-07-14,12403.70
2006-07-17,12373.32
2006-07-18,12397.97
2006-07-19,12642.83
2006-07-20,12501.38
2006-07-21,12390.32
2006-07-24,12610.85
2006-07-25,12704.13
2006-07-26,12697.41
2006-07-27,12626.31
2006-07-28,12789.01
2006-07-31,12780.76
2006-08-01,12708.68
2006-08-02,12788.38
2006-08-03,12819.15
2006-08-04,12803.71
2006-08-07,12759.67
2006-08-08,12702.11
2006-08-09,12638.65
2006-08-10,12696.50
2006-08-11,12635.11
2006-08-14,12649.78
2006-08-15,12835.40
2006-08-16,12949.56
2006-08-17,12970.29
2006-08-18,13014.67
2006-08-21,12959.86
2006-08-22,12975.48
2006-08-23,12902.63
2006-08-24,12927.63
2006-08-25,12920.88
2006-08-28,12994.16
2006-08-29,13032.94
2006-08-30,13045.47
2006-08-31,13051.47
2006-09-01,13117.18
2006-09-04,.
2006-09-05,13150.60
2006-09-06,13000.45
2006-09-07,12935.19
2006-09-08,12977.52
2006-09-11,12973.19
2006-09-12,13125.83
2006-09-13,13186.82
2006-09-14,13161.28
2006-09-15,13193.33
2006-09-18,13204.38
2006-09-19,13170.14
2006-09-20,13241.44
2006-09-21,13166.10
2006-09-22,13118.54
2006-09-25,13231.17
2006-09-26,13325.56
2006-09-27,13339.18
2006-09-28,13360.81
2006-09-29,13322.49
2006-10-02,13266.99
2006-10-03,13282.11
2006-10-04,13450.93
2006-10-05,13509.17
2006-10-06,13467.92
2006-10-09,13492.60
2006-10-10,13525.24
2006-10-11,13484.89
2006-10-12,13628.72
2006-10-13,13667.52
2006-10-16,13717.75
2006-10-17,13660.21
2006-10-18,13671.40
2006-10-19,13690.51
2006-10-20,13685.56
2006-10-23,13760.20
2006-10-24,13766.06
2006-10-25,13820.65
2006-10-26,13907.16
2006-10-27,13784.36
2006-10-30,13795.85
2006-10-31,13791.73
2006-11-01,13673.22
2006-11-02,13663.75
2006-11-03,13648.88
2006-11-06,13807.14
2006-11-07,13835.35
2006-11-08,13876.54
2006-11-09,13799.64
2006-11-10,13835.02
2006-11-13,13870.77
2006-11-14,13971.84
2006-11-15,14020.10
2006-11-16,14041.90
2006-11-17,14050.20
2006-11-20,14055.01
2006-11-21,14085.02
2006-11-22,14121.24
2006-11-23,.
2006-11-24,14081.24
2006-11-27,13868.82
2006-11-28,13913.86
2006-11-29,14049.68
2006-11-30,14071.65
2006-12-01,14034.62
2006-12-04,14170.92
2006-12-05,14223.79
2006-12-06,14209.29
2006-12-07,14152.11
2006-12-08,14173.06
2006-12-11,14199.42
2006-12-12,14174.38
2006-12-13,14189.26
2006-12-14,14303.78
2006-12-15,14314.37
2006-12-18,14246.91
2006-12-19,14272.34
2006-12-20,14260.21
2006-12-21,14205.17
2006-12-22,14136.87
2006-12-25,.
2006-12-26,14201.44
2006-12-27,14306.90
2006-12-28,14283.99
2006-12-29,14215.82
2007-01-01,.
2007-01-02,.
2007-01-03,14200.48
2007-01-04,14222.24
2007-01-05,14118.63
2007-01-08,14149.93
2007-01-09,14153.46
2007-01-10,14186.96
2007-01-11,14290.38
2007-01-12,14365.62
2007-01-15,.
2007-01-16,14371.01
2007-01-17,14357.15
2007-01-18,14294.13
2007-01-19,14348.09
2007-01-22,14271.25
2007-01-23,14333.19
2007-01-24,14458.12
2007-01-25,14299.17
2007-01-26,14294.98
2007-01-29,14296.00
2007-01-30,14379.32
2007-01-31,14471.77
2007-02-01,14556.47
2007-02-02,14583.89
2007-02-05,14569.83
2007-02-06,14589.26
2007-02-07,14622.55
2007-02-08,14609.25
2007-02-09,14499.38
2007-02-12,14447.69
2007-02-13,14557.67
2007-02-14,14659.08
2007-02-15,14677.57
2007-02-16,14677.57
2007-02-19,.
2007-02-20,14734.23
2007-02-21,14723.00
2007-02-22,14715.79
2007-02-23,14667.34
2007-02-26,14644.24
2007-02-27,14144.88
2007-02-28,14213.88
2007-03-01,14177.23
2007-03-02,14000.78
2007-03-05,13840.98
2007-03-06,14067.03
2007-03-07,14036.83
2007-03-08,14137.21
2007-03-09,14154.80
2007-03-12,14196.82
2007-03-13,13907.89
2007-03-14,13992.14
2007-03-15,14056.59
2007-03-16,13998.65
2007-03-19,14152.56
2007-03-20,14245.49
2007-03-21,14481.49
2007-03-22,14483.47
2007-03-23,14500.74
2007-03-26,14508.74
2007-03-27,14420.18
2007-03-28,14314.84
2007-03-29,14360.64
2007-03-30,14354.03
2007-04-02,14394.26
2007-04-03,14525.08
2007-04-04,14539.50
2007-04-05,14584.96
2007-04-06,.
2007-04-09,14593.18
2007-04-10,14632.64
2007-04-11,14538.44
2007-04-12,14628.81
2007-04-13,14683.36
2007-04-16,14838.65
2007-04-17,14858.68
2007-04-18,14858.43
2007-04-19,14827.03
2007-04-20,14960.72
2007-04-23,14935.83
2007-04-24,14927.78
2007-04-25,15067.75
2007-04-26,15064.86
2007-04-27,15051.89
2007-04-30,14914.86
2007-05-01,14949.25
2007-05-02,15066.45
2007-05-03,15123.40
2007-05-04,15160.25
2007-05-07,15190.51
2007-05-08,15172.88
2007-05-09,15230.32
2007-05-10,15015.70
2007-05-11,15164.43
2007-05-14,15123.43
2007-05-15,15084.99
2007-05-16,15203.13
2007-05-17,15186.72
2007-05-18,15287.41
2007-05-21,15337.10
2007-05-22,15347.81
2007-05-23,15323.53
2007-05-24,15156.53
2007-05-25,15243.28
2007-05-28,.
2007-05-29,15286.38
2007-05-30,15411.86
2007-05-31,15429.51
2007-06-01,15494.60
2007-06-04,15529.01
2007-06-05,15443.42
2007-06-06,15300.98
2007-06-07,15027.22
2007-06-08,15192.57
2007-06-11,15204.51
2007-06-12,15043.87
2007-06-13,15259.06
2007-06-14,15335.68
2007-06-15,15443.70
2007-06-18,15424.16
2007-06-19,15451.28
2007-06-20,15248.61
2007-06-21,15336.93
2007-06-22,15159.09
2007-06-25,15094.38
2007-06-26,15043.07
2007-06-27,15187.13
2007-06-28,15187.52
2007-06-29,15163.10
2007-07-02,15331.78
2007-07-03,15384.78
2007-07-04,.
2007-07-05,15400.02
2007-07-06,15456.07
2007-07-09,15471.17
2007-07-10,15251.64
2007-07-11,15331.39
2007-07-12,15605.92
2007-07-13,15653.83
2007-07-16,15609.34
2007-07-17,15609.42
2007-07-18,15575.12
2007-07-19,15649.02
2007-07-20,15459.49
2007-07-23,15514.97
2007-07-24,15198.09
2007-07-25,15248.41
2007-07-26,14893.91
2007-07-27,14663.63
2007-07-30,14806.47
2007-07-31,14633.47
2007-08-01,14713.02
2007-08-02,14786.62
2007-08-03,14389.19
2007-08-06,14686.50
2007-08-07,14786.87
2007-08-08,15006.42
2007-08-09,14596.11
2007-08-10,14600.58
2007-08-13,14590.18
2007-08-14,14322.01
2007-08-15,14109.85
2007-08-16,14156.68
2007-08-17,14498.54
2007-08-20,14510.84
2007-08-21,14534.01
2007-08-22,14711.23
2007-08-23,14682.71
2007-08-24,14855.94
2007-08-27,14726.63
2007-08-28,14382.27
2007-08-29,14693.51
2007-08-30,14636.94
2007-08-31,14807.65
2007-09-03,.
2007-09-04,14967.20
2007-09-05,14804.23
2007-09-06,14863.57
2007-09-07,14613.18
2007-09-10,14574.91
2007-09-11,14771.15
2007-09-12,14765.77
2007-09-13,14874.67
2007-09-14,14890.99
2007-09-17,14804.49
2007-09-18,15236.90
2007-09-19,15335.25
2007-09-20,15234.59
2007-09-21,15300.93
2007-09-24,15219.84
2007-09-25,15210.94
2007-09-26,15296.52
2007-09-27,15367.95
2007-09-28,15317.78
2007-10-01,15528.82
2007-10-02,15543.16
2007-10-03,15469.67
2007-10-04,15502.95
2007-10-05,15670.82
2007-10-08,15621.58
2007-10-09,15745.39
2007-10-10,15730.40
2007-10-11,15639.57
2007-10-12,15719.67
2007-10-15,15583.46
2007-10-16,15480.14
2007-10-17,15509.08
2007-10-18,15501.21
2007-10-19,15105.35
2007-10-22,15175.10
2007-10-23,15310.50
2007-10-24,15266.57
2007-10-25,15239.59
2007-10-26,15445.80
2007-10-29,15503.68
2007-10-30,15403.50
2007-10-31,15594.91
2007-11-01,15182.60
2007-11-02,15194.28
2007-11-05,15104.48
2007-11-06,15285.47
2007-11-07,14854.40
2007-11-08,14855.40
2007-11-09,14645.14
2007-11-12,14486.35
2007-11-13,14890.37
2007-11-14,14792.37
2007-11-15,14604.90
2007-11-16,14667.80
2007-11-19,14405.22
2007-11-20,14450.03
2007-11-21,14233.39
2007-11-22,.
2007-11-23,14465.18
2007-11-26,14151.62
2007-11-27,14343.23
2007-11-28,14753.22
2007-11-29,14759.43
2007-11-30,14869.56
2007-12-03,14784.40
2007-12-04,14688.17
2007-12-05,14904.91
2007-12-06,15144.96
2007-12-07,15130.98
2007-12-10,15243.96
2007-12-11,14854.93
2007-12-12,14929.40
2007-12-13,14938.12
2007-12-14,14729.73
2007-12-17,14494.65
2007-12-18,14592.93
2007-12-19,14583.24
2007-12-20,14673.05
2007-12-21,14917.70
2007-12-24,15045.43
2007-12-25,.
2007-12-26,15059.76
2007-12-27,14830.48
2007-12-28,14847.43
2007-12-31,14753.62
2008-01-01,.
2008-01-02,14547.08
2008-01-03,14524.54
2008-01-04,14154.51
2008-01-07,14181.97
2008-01-08,13915.82
2008-01-09,14076.52
2008-01-10,14196.33
2008-01-11,13995.85
2008-01-14,14140.64
2008-01-15,13797.35
2008-01-16,13727.02
2008-01-17,13340.09
2008-01-18,13257.98
2008-01-21,.
2008-01-22,13130.94
2008-01-23,13417.22
2008-01-24,13550.44
2008-01-25,13361.98
2008-01-28,13601.00
2008-01-29,13685.24
2008-01-30,13605.15
2008-01-31,13843.25
2008-02-01,14039.72
2008-02-04,13902.22
2008-02-05,13476.06
2008-02-06,13360.19
2008-02-07,13468.74
2008-02-08,13424.80
2008-02-11,13502.55
2008-02-12,13589.58
2008-02-13,13784.02
2008-02-14,13592.48
2008-02-15,13591.95
2008-02-18,.
2008-02-19,13585.89
2008-02-20,13699.92
2008-02-21,13519.11
2008-02-22,13609.49
2008-02-25,13810.94
2008-02-26,13909.57
2008-02-27,13888.45
2008-02-28,13762.10
2008-02-29,13398.01
2008-03-03,13397.27
2008-03-04,13345.65
2008-03-05,13418.89
2008-03-06,13110.37
2008-03-07,12999.60
2008-03-10,12775.83
2008-03-11,13240.55
2008-03-12,13128.22
2008-03-13,13214.41
2008-03-14,12941.94
2008-03-17,12788.41
2008-03-18,13318.40
2008-03-19,12998.12
2008-03-20,13295.18
2008-03-21,.
2008-03-24,13523.04
2008-03-25,13573.28
2008-03-26,13466.00
2008-03-27,13313.26
2008-03-28,13207.55
2008-03-31,13284.11
2008-04-01,13740.25
2008-04-02,13726.97
2008-04-03,13752.22
2008-04-04,13770.24
2008-04-07,13792.15
2008-04-08,13733.86
2008-04-09,13603.84
2008-04-10,13678.97
2008-04-11,13400.36
2008-04-14,13356.84
2008-04-15,13419.61
2008-04-16,13733.63
2008-04-17,13726.99
2008-04-18,13965.24
2008-04-21,13945.15
2008-04-22,13809.48
2008-04-23,13849.50
2008-04-24,13941.56
2008-04-25,14039.19
2008-04-28,14035.97
2008-04-29,13975.02
2008-04-30,13930.84
2008-05-01,14158.03
2008-05-02,14193.94
2008-05-05,14141.31
2008-05-06,14250.92
2008-05-07,14007.80
2008-05-08,14064.90
2008-05-09,13985.25
2008-05-12,14137.51
2008-05-13,14150.80
2008-05-14,14198.63
2008-05-15,14347.63
2008-05-16,14370.44
2008-05-19,14373.26
2008-05-20,14259.37
2008-05-21,14036.89
2008-05-22,14078.13
2008-05-23,13903.41
2008-05-26,.
2008-05-27,14005.84
2008-05-28,14073.49
2008-05-29,14153.48
2008-05-30,14193.69
2008-06-02,14055.61
2008-06-03,13989.67
2008-06-04,13990.38
2008-06-05,14268.65
2008-06-06,13851.35
2008-06-09,13845.80
2008-06-10,13799.06
2008-06-11,13568.51
2008-06-12,13605.48
2008-06-13,13813.22
2008-06-16,13838.81
2008-06-17,13761.79
2008-06-18,13632.30
2008-06-19,13683.78
2008-06-20,13439.99
2008-06-23,13425.64
2008-06-24,13357.82
2008-06-25,13442.11
2008-06-26,13062.23
2008-06-27,13019.87
2008-06-30,13016.38
2008-07-01,13055.26
2008-07-02,12791.88
2008-07-03,12769.72
2008-07-04,.
2008-07-07,12657.65
2008-07-08,12886.93
2008-07-09,12607.92
2008-07-10,12699.16
2008-07-11,12585.53
2008-07-14,12470.12
2008-07-15,12341.06
2008-07-16,12649.17
2008-07-17,12792.93
2008-07-18,12790.72
2008-07-21,12813.15
2008-07-22,12985.05
2008-07-23,13025.88
2008-07-24,12714.55
2008-07-25,12779.97
2008-07-28,12556.07
2008-07-29,12841.81
2008-07-30,13044.66
2008-07-31,12886.12
2008-08-01,12827.05
2008-08-04,12679.20
2008-08-05,13014.74
2008-08-06,13074.56
2008-08-07,12851.16
2008-08-08,13144.91
2008-08-11,13252.78
2008-08-12,13105.39
2008-08-13,13087.05
2008-08-14,13166.63
2008-08-15,13209.68
2008-08-18,13014.79
2008-08-19,12890.49
2008-08-20,12965.51
2008-08-21,12984.08
2008-08-22,13130.16
2008-08-25,12874.73
2008-08-26,12923.03
2008-08-27,13035.09
2008-08-28,13229.98
2008-08-29,13061.72
2008-09-01,.
2008-09-02,12999.00
2008-09-03,12963.14
2008-09-04,12587.97
2008-09-05,12636.10
2008-09-08,12865.85
2008-09-09,12418.48
2008-09-10,12512.34
2008-09-11,12658.98
2008-09-12,12708.52
2008-09-15,12121.42
2008-09-16,12339.09
2008-09-17,11769.56
2008-09-18,12292.50
2008-09-19,12816.58
2008-09-22,12300.63
2008-09-23,12112.61
2008-09-24,12072.24
2008-09-25,12283.95
2008-09-26,12298.47
2008-09-29,11265.85
2008-09-30,11826.00
2008-10-01,11765.05
2008-10-02,11258.96
2008-10-03,11085.51
2008-10-06,10635.83
2008-10-07,10026.04
2008-10-08,9900.70
2008-10-09,9157.49
2008-10-10,9088.30
2008-10-13,10122.17
2008-10-14,10035.05
2008-10-15,9126.92
2008-10-16,9516.15
2008-10-17,9475.41
2008-10-20,9915.16
2008-10-21,9617.63
2008-10-22,9041.82
2008-10-23,9086.16
2008-10-24,8778.48
2008-10-27,8477.82
2008-10-28,9327.46
2008-10-29,9286.93
2008-10-30,9553.97
2008-10-31,9732.07
2008-11-03,9713.36
2008-11-04,10073.46
2008-11-05,9547.83
2008-11-06,9079.72
2008-11-07,9328.29
2008-11-10,9191.43
2008-11-11,8982.61
2008-11-12,8509.14
2008-11-13,9097.94
2008-11-14,8698.92
2008-11-17,8486.94
2008-11-18,8547.24
2008-11-19,7998.91
2008-11-20,7450.95
2008-11-21,7911.12
2008-11-24,8428.65
2008-11-25,8504.22
2008-11-26,8835.38
2008-11-27,.
2008-11-28,8925.96
2008-12-01,8106.09
2008-12-02,8438.68
2008-12-03,8653.93
2008-12-04,8393.12
2008-12-05,8708.95
2008-12-08,9049.26
2008-12-09,8841.86
2008-12-10,8964.02
2008-12-11,8682.43
2008-12-12,8775.66
2008-12-15,8642.46
2008-12-16,9097.72
2008-12-17,9039.98
2008-12-18,8854.12
2008-12-19,8889.32
2008-12-22,8718.54
2008-12-23,8639.82
2008-12-24,8680.22
2008-12-25,.
2008-12-26,8737.47
2008-12-29,8683.46
2008-12-30,8901.91
2008-12-31,9056.67
2009-01-01,.
2009-01-02,9331.78
2009-01-05,9306.34
