DATE,WILLMIDCAP
2004-06-25,34499.93
2004-06-28,34300.68
2004-06-29,34365.18
2004-06-30,34653.32
2004-07-01,34233.63
2004-07-02,34182.99
2004-07-05,.
2004-07-06,33749.77
2004-07-07,33845.59
2004-07-08,33391.61
2004-07-09,33497.49
2004-07-12,33453.73
2004-07-13,33441.96
2004-07-14,33382.43
2004-07-15,33528.70
2004-07-16,33319.03
2004-07-19,33322.30
2004-07-20,33683.40
2004-07-21,32992.49
2004-07-22,32847.00
2004-07-23,32491.58
2004-07-26,32156.64
2004-07-27,32507.65
2004-07-28,32423.80
2004-07-29,32813.44
2004-07-30,32904.01
2004-08-02,32975.90
2004-08-03,32655.68
2004-08-04,32533.46
2004-08-05,31934.07
2004-08-06,31420.67
2004-08-09,31458.32
2004-08-10,31924.76
2004-08-11,31774.35
2004-08-12,31359.64
2004-08-13,31316.31
2004-08-16,31847.21
2004-08-17,32047.04
2004-08-18,32538.16
2004-08-19,32332.10
2004-08-20,32781.12
2004-08-23,32646.67
2004-08-24,32681.82
2004-08-25,32948.78
2004-08-26,32947.47
2004-08-27,33093.45
2004-08-30,32793.21
2004-08-31,32986.43
2004-09-01,33186.46
2004-09-02,33518.47
2004-09-03,33401.82
2004-09-06,.
2004-09-07,33655.00
2004-09-08,33468.15
2004-09-09,33609.38
2004-09-10,33784.51
2004-09-13,33957.25
2004-09-14,33909.51
2004-09-15,33734.93
2004-09-16,33967.73
2004-09-17,33981.40
2004-09-20,33847.21
2004-09-21,34083.00
2004-09-22,33666.09
2004-09-23,33575.79
2004-09-24,33618.30
2004-09-27,33304.48
2004-09-28,33537.54
2004-09-29,33694.20
2004-09-30,33901.77
2004-10-01,34438.65
2004-10-04,34611.94
2004-10-05,34522.89
2004-10-06,34767.70
2004-10-07,34382.72
2004-10-08,34134.35
2004-10-11,34141.45
2004-10-12,34097.53
2004-10-13,33788.44
2004-10-14,33601.24
2004-10-15,33777.16
2004-10-18,33931.83
2004-10-19,33691.16
2004-10-20,33809.94
2004-10-21,34158.78
2004-10-22,33832.32
2004-10-25,33919.92
2004-10-26,34268.00
2004-10-27,34744.25
2004-10-28,34652.33
2004-10-29,34704.43
2004-11-01,34788.26
2004-11-02,34712.07
2004-11-03,35180.28
2004-11-04,35696.83
2004-11-05,35806.65
2004-11-08,35734.92
2004-11-09,35873.09
2004-11-10,35962.39
2004-11-11,36271.25
2004-11-12,36659.25
2004-11-15,36739.79
2004-11-16,36520.83
2004-11-17,36708.68
2004-11-18,36703.41
2004-11-19,36239.34
2004-11-22,36474.68
2004-11-23,36624.46
2004-11-24,36974.05
2004-11-25,.
2004-11-26,37023.06
2004-11-29,36982.82
2004-11-30,36935.97
2004-12-01,37459.49
2004-12-02,37332.92
2004-12-03,37454.22
2004-12-06,37392.32
2004-12-07,36863.82
2004-12-08,37028.82
2004-12-09,37120.30
2004-12-10,37250.35
2004-12-13,37526.09
2004-12-14,37800.87
2004-12-15,38075.36
2004-12-16,37796.25
2004-12-17,37816.12
2004-12-20,37618.17
2004-12-21,37975.52
2004-12-22,38122.64
2004-12-23,38132.49
2004-12-24,.
2004-12-27,37917.72
2004-12-28,38336.01
2004-12-29,38387.58
2004-12-30,38468.42
2004-12-31,38453.33
2005-01-03,37872.97
2005-01-04,37217.41
2005-01-05,36748.63
2005-01-06,36869.21
2005-01-07,36665.75
2005-01-10,36864.03
2005-01-11,36632.51
2005-01-12,36703.69
2005-01-13,36685.39
2005-01-14,36991.82
2005-01-17,.
2005-01-18,37361.02
2005-01-19,37072.74
2005-01-20,36881.06
2005-01-21,36744.69
2005-01-24,36413.24
2005-01-25,36412.11
2005-01-26,36783.59
2005-01-27,36904.01
2005-01-28,36782.39
2005-01-31,37287.45
2005-02-01,37594.34
2005-02-02,37769.06
2005-02-03,37721.87
2005-02-04,38151.15
2005-02-07,38069.80
2005-02-08,38147.70
2005-02-09,37710.44
2005-02-10,37775.50
2005-02-11,38175.27
2005-02-14,38205.32
2005-02-15,38314.61
2005-02-16,38401.77
2005-02-17,38125.67
2005-02-18,38069.02
2005-02-21,.
2005-02-22,37442.29
2005-02-23,37585.93
2005-02-24,37959.37
2005-02-25,38397.48
2005-02-28,38210.70
2005-03-01,38502.02
2005-03-02,38494.32
2005-03-03,38525.69
2005-03-04,38953.46
2005-03-07,39149.15
2005-03-08,38898.55
2005-03-09,38469.55
2005-03-10,38394.89
2005-03-11,38343.10
2005-03-14,38642.24
2005-03-15,38415.51
2005-03-16,38113.27
2005-03-17,38246.45
2005-03-18,38084.81
2005-03-21,38000.77
2005-03-22,37767.69
2005-03-23,37482.07
2005-03-24,37590.85
2005-03-25,.
2005-03-28,37517.78
2005-03-29,37027.51
2005-03-30,37460.27
2005-03-31,37646.41
2005-04-01,37594.60
2005-04-04,37558.40
2005-04-05,37624.07
2005-04-06,37719.19
2005-04-07,37898.05
2005-04-08,37526.65
2005-04-11,37438.33
2005-04-12,37620.26
2005-04-13,37097.72
2005-04-14,36551.97
2005-04-15,35907.59
2005-04-18,36115.81
2005-04-19,36608.38
2005-04-20,36107.78
2005-04-21,36732.79
2005-04-22,36449.50
2005-04-25,36900.98
2005-04-26,36492.64
2005-04-27,36502.56
2005-04-28,35896.54
2005-04-29,36151.94
2005-05-02,36421.04
2005-05-03,36314.10
2005-05-04,36799.81
2005-05-05,36813.49
2005-05-06,36934.84
2005-05-09,37231.95
2005-05-10,36985.25
2005-05-11,37087.49
2005-05-12,36594.17
2005-05-13,36379.73
2005-05-16,36811.38
2005-05-17,37053.93
2005-05-18,37651.86
2005-05-19,37852.01
2005-05-20,37828.44
2005-05-23,38038.56
2005-05-24,38006.23
2005-05-25,37732.62
2005-05-26,38067.17
2005-05-27,38221.79
2005-05-30,.
2005-05-31,38224.23
2005-06-01,38508.41
2005-06-02,38633.05
2005-06-03,38475.51
2005-06-06,38597.56
2005-06-07,38642.19
2005-06-08,38549.03
2005-06-09,38804.20
2005-06-10,38809.12
2005-06-13,39029.91
2005-06-14,39153.53
2005-06-15,39229.23
2005-06-16,39547.96
2005-06-17,39615.32
2005-06-20,39523.96
2005-06-21,39420.80
2005-06-22,39505.29
2005-06-23,39213.95
2005-06-24,38865.65
2005-06-27,38855.72
2005-06-28,39292.71
2005-06-29,39364.24
2005-06-30,39309.55
2005-07-01,39574.35
2005-07-04,.
2005-07-05,39938.02
2005-07-06,39782.00
2005-07-07,39918.14
2005-07-08,40410.02
2005-07-11,40750.02
2005-07-12,40843.66
2005-07-13,40750.79
2005-07-14,40598.49
2005-07-15,40619.74
2005-07-18,40529.01
2005-07-19,40932.87
2005-07-20,41232.81
2005-07-21,40813.23
2005-07-22,41135.22
2005-07-25,40946.18
2005-07-26,41115.64
2005-07-27,41227.43
2005-07-28,41647.78
2005-07-29,41540.57
2005-08-01,41667.23
2005-08-02,41949.02
2005-08-03,41889.56
2005-08-04,41504.22
2005-08-05,41012.67
2005-08-08,40728.83
2005-08-09,40874.55
2005-08-10,40938.24
2005-08-11,41223.39
2005-08-12,41108.84
2005-08-15,41230.38
2005-08-16,40757.45
2005-08-17,40661.77
2005-08-18,40519.81
2005-08-19,40650.45
2005-08-22,40720.45
2005-08-23,40697.15
2005-08-24,40667.99
2005-08-25,40820.94
2005-08-26,40463.30
2005-08-29,40702.33
2005-08-30,40643.16
2005-08-31,41309.54
2005-09-01,41397.00
2005-09-02,41168.33
2005-09-05,.
2005-09-06,41604.40
2005-09-07,41780.39
2005-09-08,41593.30
2005-09-09,41940.77
2005-09-12,41943.17
2005-09-13,41676.74
2005-09-14,41491.29
2005-09-15,41468.69
2005-09-16,41611.70
2005-09-19,41346.51
2005-09-20,40975.29
2005-09-21,40466.21
2005-09-22,40492.56
2005-09-23,40678.24
2005-09-26,40849.73
2005-09-27,40883.02
2005-09-28,40906.25
2005-09-29,41362.27
2005-09-30,41623.75
2005-10-03,41850.64
2005-10-04,41434.29
2005-10-05,40547.10
2005-10-06,40150.37
2005-10-07,40331.85
2005-10-10,39930.38
2005-10-11,39681.23
2005-10-12,39201.88
2005-10-13,39067.72
2005-10-14,39595.39
2005-10-17,39765.41
2005-10-18,39336.86
2005-10-19,39744.81
2005-10-20,39276.47
2005-10-21,39519.27
2005-10-24,40178.65
2005-10-25,40108.07
2005-10-26,39894.40
2005-10-27,39251.88
2005-10-28,39820.83
2005-10-31,40393.90
2005-11-01,40356.11
2005-11-02,40923.59
2005-11-03,41027.71
2005-11-04,40978.34
2005-11-07,41095.71
2005-11-08,40846.92
2005-11-09,41013.95
2005-11-10,41222.89
2005-11-11,41381.07
2005-11-14,41405.29
2005-11-15,41225.79
2005-11-16,41279.59
2005-11-17,41834.24
2005-11-18,41980.95
2005-11-21,42314.62
2005-11-22,42589.48
2005-11-23,42713.25
2005-11-24,.
2005-11-25,42764.30
2005-11-28,42185.97
2005-11-29,42297.82
2005-11-30,42269.26
2005-12-01,42912.04
2005-12-02,42927.11
2005-12-05,42747.87
2005-12-06,42775.34
2005-12-07,42605.20
2005-12-08,42689.93
2005-12-09,42853.78
2005-12-12,42887.51
2005-12-13,43034.61
2005-12-14,43220.18
2005-12-15,43002.59
2005-12-16,42880.03
2005-12-19,42470.73
2005-12-20,42538.55
2005-12-21,42815.03
2005-12-22,43042.12
2005-12-23,43142.00
2005-12-26,.
2005-12-27,42704.58
2005-12-28,42889.18
2005-12-29,42834.78
2005-12-30,42649.46
2006-01-02,.
2006-01-03,43250.98
2006-01-04,43605.31
2006-01-05,43646.67
2006-01-06,44065.41
2006-01-09,44370.57
2006-01-10,44558.10
2006-01-11,44627.42
2006-01-12,44374.68
2006-01-13,44365.67
2006-01-16,.
2006-01-17,44175.55
2006-01-18,44074.58
2006-01-19,44508.48
2006-01-20,43891.89
2006-01-23,43987.05
2006-01-24,44315.95
2006-01-25,44107.25
2006-01-26,44483.24
2006-01-27,44734.62
2006-01-30,44802.80
2006-01-31,44834.66
2006-02-01,44891.25
2006-02-02,44515.92
2006-02-03,44366.69
2006-02-06,44552.20
2006-02-07,44051.29
2006-02-08,44207.64
2006-02-09,44130.96
2006-02-10,44112.89
2006-02-13,43874.42
2006-02-14,44191.92
2006-02-15,44388.01
2006-02-16,44755.97
2006-02-17,44808.17
2006-02-20,.
2006-02-21,44686.63
2006-02-22,45059.44
2006-02-23,44973.68
2006-02-24,45101.78
2006-02-27,45234.73
2006-02-28,44781.06
2006-03-01,45337.24
2006-03-02,45297.91
2006-03-03,45147.15
2006-03-06,44822.99
2006-03-07,44435.71
2006-03-08,44487.05
2006-03-09,44389.27
2006-03-10,44688.25
2006-03-13,44879.17
2006-03-14,45307.60
2006-03-15,45654.59
2006-03-16,45780.86
2006-03-17,45912.98
2006-03-20,45806.66
2006-03-21,45487.81
2006-03-22,45765.91
2006-03-23,45801.40
2006-03-24,45948.25
2006-03-27,45925.27
2006-03-28,45848.07
2006-03-29,46336.15
2006-03-30,46277.60
2006-03-31,46346.18
2006-04-03,46271.78
2006-04-04,46393.23
2006-04-05,46687.63
2006-04-06,46646.30
2006-04-07,46178.68
2006-04-10,46017.12
2006-04-11,45575.74
2006-04-12,45699.68
2006-04-13,45756.75
2006-04-14,.
2006-04-17,45715.25
2006-04-18,46592.85
2006-04-19,46984.17
2006-04-20,46966.17
2006-04-21,46901.94
2006-04-24,46769.11
2006-04-25,46597.57
2006-04-26,46531.38
2006-04-27,46461.15
2006-04-28,46556.13
2006-05-01,46430.60
2006-05-02,46564.02
2006-05-03,46519.29
2006-05-04,46774.07
2006-05-05,47277.82
2006-05-08,47386.43
2006-05-09,47361.09
2006-05-10,47289.34
2006-05-11,46616.38
2006-05-12,45937.67
2006-05-15,45640.44
2006-05-16,45454.82
2006-05-17,44672.10
2006-05-18,44353.64
2006-05-19,44519.27
2006-05-22,44083.21
2006-05-23,43963.60
2006-05-24,43748.53
2006-05-25,44286.61
2006-05-26,44645.99
2006-05-29,.
2006-05-30,43979.18
2006-05-31,44552.66
2006-06-01,45125.02
2006-06-02,45278.14
2006-06-05,44355.26
2006-06-06,43994.84
2006-06-07,43697.56
2006-06-08,43548.70
2006-06-09,43486.84
2006-06-12,42544.30
2006-06-13,41867.65
2006-06-14,42059.71
2006-06-15,43302.87
2006-06-16,43118.53
2006-06-19,42533.77
2006-06-20,42412.22
2006-06-21,43119.52
2006-06-22,42939.41
2006-06-23,43222.95
2006-06-26,43449.42
2006-06-27,42995.51
2006-06-28,43083.61
2006-06-29,44165.43
2006-06-30,44535.82
2006-07-03,44781.60
2006-07-04,.
2006-07-05,44251.93
2006-07-06,44288.19
2006-07-07,43885.86
2006-07-10,43824.57
2006-07-11,43896.67
2006-07-12,43441.15
2006-07-13,42746.41
2006-07-14,42418.20
2006-07-17,42186.28
2006-07-18,42232.05
2006-07-19,43147.60
2006-07-20,42364.91
2006-07-21,41766.11
2006-07-24,42577.54
2006-07-25,42967.68
2006-07-26,42951.69
2006-07-27,42462.15
2006-07-28,43059.14
2006-07-31,43115.20
2006-08-01,42842.04
2006-08-02,43089.00
2006-08-03,43326.07
2006-08-04,43261.52
2006-08-07,43009.33
2006-08-08,42679.90
2006-08-09,42430.91
2006-08-10,42650.37
2006-08-11,42346.90
2006-08-14,42399.79
2006-08-15,43117.95
2006-08-16,43707.97
2006-08-17,43764.18
2006-08-18,43848.16
2006-08-21,43546.12
2006-08-22,43623.46
2006-08-23,43283.76
2006-08-24,43237.90
2006-08-25,43249.31
2006-08-28,43561.72
2006-08-29,43759.54
2006-08-30,43875.00
2006-08-31,44081.59
2006-09-01,44260.97
2006-09-04,.
2006-09-05,44390.49
2006-09-06,43768.44
2006-09-07,43542.30
2006-09-08,43683.85
2006-09-11,43599.62
2006-09-12,44273.90
2006-09-13,44616.44
2006-09-14,44459.36
2006-09-15,44513.64
2006-09-18,44449.72
2006-09-19,44365.87
2006-09-20,44608.47
2006-09-21,44314.99
2006-09-22,44093.61
2006-09-25,44417.14
2006-09-26,44695.47
2006-09-27,44748.66
2006-09-28,44756.39
2006-09-29,44597.97
2006-10-02,44459.37
2006-10-03,44388.72
2006-10-04,44966.90
2006-10-05,45400.24
2006-10-06,45183.83
2006-10-09,45385.39
2006-10-10,45533.37
2006-10-11,45438.35
2006-10-12,45976.55
2006-10-13,46149.36
2006-10-16,46403.14
2006-10-17,46115.04
2006-10-18,46078.44
2006-10-19,46129.61
2006-10-20,45893.83
2006-10-23,46110.53
2006-10-24,46213.26
2006-10-25,46359.04
2006-10-26,46668.02
2006-10-27,46306.42
2006-10-30,46428.19
2006-10-31,46327.06
2006-11-01,45892.08
2006-11-02,45878.70
2006-11-03,45888.45
2006-11-06,46405.75
2006-11-07,46502.62
2006-11-08,46754.20
2006-11-09,46581.80
2006-11-10,46816.36
2006-11-13,46970.60
2006-11-14,47348.27
2006-11-15,47616.62
2006-11-16,47705.02
2006-11-17,47668.43
2006-11-20,47744.41
2006-11-21,48005.19
2006-11-22,48222.56
2006-11-23,.
2006-11-24,48218.55
2006-11-27,47313.30
2006-11-28,47401.62
2006-11-29,47940.40
2006-11-30,48209.77
2006-12-01,48166.64
2006-12-04,48724.87
2006-12-05,48887.93
2006-12-06,48885.74
2006-12-07,48690.83
2006-12-08,48690.83
2006-12-11,48740.83
2006-12-12,48544.55
2006-12-13,48595.65
2006-12-14,48901.99
2006-12-15,48808.81
2006-12-18,48517.09
2006-12-19,48526.81
2006-12-20,48575.56
2006-12-21,48320.17
2006-12-22,48167.09
2006-12-25,.
2006-12-26,48385.81
2006-12-27,48758.30
2006-12-28,48658.13
2006-12-29,48413.46
2007-01-01,.
2007-01-02,.
2007-01-03,48493.94
2007-01-04,48567.83
2007-01-05,48143.59
2007-01-08,48204.14
2007-01-09,48346.47
2007-01-10,48553.72
2007-01-11,49051.63
2007-01-12,49358.41
2007-01-15,.
2007-01-16,49390.42
2007-01-17,49374.84
2007-01-18,49077.64
2007-01-19,49333.38
2007-01-22,49091.80
2007-01-23,49400.86
2007-01-24,49807.32
2007-01-25,49365.43
2007-01-26,49439.87
2007-01-29,49590.08
2007-01-30,49845.27
2007-01-31,50162.20
2007-02-01,50623.73
2007-02-02,50820.05
2007-02-05,50832.59
2007-02-06,51089.29
2007-02-07,51293.68
2007-02-08,51288.76
2007-02-09,50890.80
2007-02-12,50652.31
2007-02-13,51091.97
2007-02-14,51380.90
2007-02-15,51573.49
2007-02-16,51646.66
2007-02-19,.
2007-02-20,52002.30
2007-02-21,52113.64
2007-02-22,52067.13
2007-02-23,51989.37
2007-02-26,51870.28
2007-02-27,50303.87
2007-02-28,50436.44
2007-03-01,50294.92
2007-03-02,49577.93
2007-03-05,48704.72
2007-03-06,49478.19
2007-03-07,49468.04
2007-03-08,49844.10
2007-03-09,50005.57
2007-03-12,50262.64
2007-03-13,49263.28
2007-03-14,49419.11
2007-03-15,49772.55
2007-03-16,49547.46
2007-03-19,50083.35
2007-03-20,50447.90
2007-03-21,51158.47
2007-03-22,51270.50
2007-03-23,51387.24
2007-03-26,51326.72
2007-03-27,51049.05
2007-03-28,50803.24
2007-03-29,50827.47
2007-03-30,50902.39
2007-04-02,51119.70
2007-04-03,51556.40
2007-04-04,51633.39
2007-04-05,51807.13
2007-04-06,.
2007-04-09,51930.62
2007-04-10,52032.98
2007-04-11,51782.46
2007-04-12,52088.13
2007-04-13,52262.62
2007-04-16,52740.10
2007-04-17,52752.81
2007-04-18,52718.38
2007-04-19,52515.67
2007-04-20,52957.48
2007-04-23,53075.56
2007-04-24,52982.13
2007-04-25,53411.32
2007-04-26,53517.08
2007-04-27,53441.21
2007-04-30,52778.29
2007-05-01,52868.38
2007-05-02,53453.99
2007-05-03,53567.00
2007-05-04,53706.05
2007-05-07,53780.67
2007-05-08,53769.32
2007-05-09,54215.63
2007-05-10,53485.95
2007-05-11,53932.75
2007-05-14,53714.71
2007-05-15,53478.90
2007-05-16,53705.81
2007-05-17,53713.80
2007-05-18,54009.09
2007-05-21,54396.49
2007-05-22,54599.74
2007-05-23,54419.83
2007-05-24,53583.43
2007-05-25,53946.34
2007-05-28,.
2007-05-29,54314.27
2007-05-30,54885.14
2007-05-31,55126.02
2007-06-01,55443.54
2007-06-04,55635.52
2007-06-05,55312.26
2007-06-06,54654.87
2007-06-07,53519.46
2007-06-08,54068.50
2007-06-11,54102.35
2007-06-12,53545.04
2007-06-13,54153.83
2007-06-14,54489.43
2007-06-15,54853.35
2007-06-18,54729.97
2007-06-19,54755.38
2007-06-20,54236.65
2007-06-21,54516.16
2007-06-22,54080.42
2007-06-25,53748.04
2007-06-26,53518.79
2007-06-27,54072.43
2007-06-28,54158.00
2007-06-29,54097.60
2007-07-02,54786.99
2007-07-03,54962.89
2007-07-04,.
2007-07-05,55087.49
2007-07-06,55408.61
2007-07-09,55419.98
2007-07-10,54634.37
2007-07-11,54862.12
2007-07-12,55623.88
2007-07-13,55836.67
2007-07-16,55538.70
2007-07-17,55520.90
2007-07-18,55366.39
2007-07-19,55636.19
2007-07-20,55033.09
2007-07-23,54995.79
2007-07-24,53857.06
2007-07-25,53725.16
2007-07-26,52456.28
2007-07-27,51700.25
2007-07-30,52168.72
2007-07-31,51661.49
2007-08-01,51705.85
2007-08-02,52102.00
2007-08-03,50660.90
2007-08-06,51161.16
2007-08-07,51398.08
2007-08-08,52012.04
2007-08-09,50640.42
2007-08-10,50794.25
2007-08-13,51006.48
2007-08-14,49961.50
2007-08-15,48886.83
2007-08-16,48719.20
2007-08-17,49752.99
2007-08-20,50045.74
2007-08-21,50330.80
2007-08-22,51108.60
2007-08-23,50967.89
2007-08-24,51661.00
2007-08-27,51137.01
2007-08-28,49898.57
2007-08-29,50983.30
2007-08-30,50868.38
2007-08-31,51598.84
2007-09-03,.
2007-09-04,52190.76
2007-09-05,51746.77
2007-09-06,51948.90
2007-09-07,51111.86
2007-09-10,50724.66
2007-09-11,51340.96
2007-09-12,51323.36
2007-09-13,51530.72
2007-09-14,51746.18
2007-09-17,51383.14
2007-09-18,52810.17
2007-09-19,53190.58
2007-09-20,52821.58
2007-09-21,52967.50
2007-09-24,52570.50
2007-09-25,52520.23
2007-09-26,52902.97
2007-09-27,53299.85
2007-09-28,53205.49
2007-10-01,53899.83
2007-10-02,54201.83
2007-10-03,54097.81
2007-10-04,54093.43
2007-10-05,54924.68
2007-10-08,54736.02
2007-10-09,55165.67
2007-10-10,55139.73
2007-10-11,54781.40
2007-10-12,55022.01
2007-10-15,54575.61
2007-10-16,54113.17
2007-10-17,54155.48
2007-10-18,54148.09
2007-10-19,52896.18
2007-10-22,53216.99
2007-10-23,53625.59
2007-10-24,53478.14
2007-10-25,53237.68
2007-10-26,53839.34
2007-10-29,54094.33
2007-10-30,53847.46
2007-10-31,54611.21
2007-11-01,53337.73
2007-11-02,53255.14
2007-11-05,52839.00
2007-11-06,53437.78
2007-11-07,52190.89
2007-11-08,52284.86
2007-11-09,51602.22
2007-11-12,50815.13
2007-11-13,51989.25
2007-11-14,51732.28
2007-11-15,51181.65
2007-11-16,51080.21
2007-11-19,50034.67
2007-11-20,49908.21
2007-11-21,49304.37
2007-11-22,.
2007-11-23,50008.90
2007-11-26,49200.88
2007-11-27,49656.23
2007-11-28,51123.87
2007-11-29,51107.01
2007-11-30,51623.72
2007-12-03,51372.42
2007-12-04,51094.41
2007-12-05,51737.50
2007-12-06,52669.61
2007-12-07,52789.89
2007-12-10,53231.58
2007-12-11,51625.83
2007-12-12,51707.70
2007-12-13,51694.01
2007-12-14,50927.32
2007-12-17,50058.63
2007-12-18,50378.09
2007-12-19,50381.51
2007-12-20,50832.67
2007-12-21,51653.57
2007-12-24,52173.98
2007-12-25,.
2007-12-26,52111.79
2007-12-27,51338.69
2007-12-28,51335.20
2007-12-31,51115.89
2008-01-01,.
2008-01-02,50395.07
2008-01-03,50011.30
2008-01-04,48569.22
2008-01-07,48408.50
2008-01-08,47361.04
2008-01-09,47570.41
2008-01-10,48213.48
2008-01-11,47629.10
2008-01-14,48083.14
2008-01-15,47049.74
2008-01-16,46888.15
2008-01-17,45566.93
2008-01-18,45425.53
2008-01-21,.
2008-01-22,45148.44
2008-01-23,46193.77
2008-01-24,46815.34
2008-01-25,46423.48
2008-01-28,47468.63
2008-01-29,47915.61
2008-01-30,47488.30
2008-01-31,48563.12
2008-02-01,49591.80
2008-02-04,49163.79
2008-02-05,47775.52
2008-02-06,47297.22
2008-02-07,47723.80
2008-02-08,47733.07
2008-02-11,48071.87
2008-02-12,48221.33
2008-02-13,48794.59
2008-02-14,48124.55
2008-02-15,48067.61
2008-02-18,.
2008-02-19,48118.19
2008-02-20,48648.70
2008-02-21,48056.08
2008-02-22,48371.23
2008-02-25,49214.22
2008-02-26,49699.51
2008-02-27,49452.08
2008-02-28,48893.08
2008-02-29,47518.54
2008-03-03,47485.51
2008-03-04,47215.57
2008-03-05,47528.48
2008-03-06,46235.18
2008-03-07,45758.80
2008-03-10,44731.75
2008-03-11,46297.99
2008-03-12,45960.61
2008-03-13,46428.49
2008-03-14,45559.69
2008-03-17,44456.56
2008-03-18,46271.78
2008-03-19,45206.65
2008-03-20,46053.52
2008-03-21,.
2008-03-24,47196.03
2008-03-25,47559.73
2008-03-26,46989.32
2008-03-27,46412.07
2008-03-28,46010.83
2008-03-31,46455.17
2008-04-01,48085.74
2008-04-02,48290.85
2008-04-03,48519.80
2008-04-04,48578.90
2008-04-07,48611.50
2008-04-08,48375.85
2008-04-09,47606.66
2008-04-10,48039.46
2008-04-11,47200.64
2008-04-14,47020.75
2008-04-15,47134.42
2008-04-16,48466.60
2008-04-17,48422.54
2008-04-18,49208.00
2008-04-21,49073.18
2008-04-22,48283.52
2008-04-23,48544.63
2008-04-24,49081.03
2008-04-25,49701.63
2008-04-28,49772.64
2008-04-29,49533.03
2008-04-30,49323.65
2008-05-01,50219.77
2008-05-02,50294.98
2008-05-05,50222.03
2008-05-06,50619.16
2008-05-07,49895.10
2008-05-08,50133.26
2008-05-09,50015.57
2008-05-12,50682.22
2008-05-13,50917.48
2008-05-14,51180.79
2008-05-15,51768.68
2008-05-16,51784.43
2008-05-19,51668.79
2008-05-20,51411.77
2008-05-21,50514.95
2008-05-22,50668.71
2008-05-23,50091.79
2008-05-26,.
2008-05-27,50564.07
2008-05-28,51025.94
2008-05-29,51300.70
2008-05-30,51567.45
2008-06-02,51209.92
2008-06-03,51182.75
2008-06-04,51259.21
2008-06-05,52357.25
2008-06-06,50948.17
2008-06-09,50772.98
2008-06-10,50477.44
2008-06-11,49594.51
2008-06-12,49658.41
2008-06-13,50526.29
2008-06-16,50886.93
2008-06-17,50687.51
2008-06-18,50201.36
2008-06-19,50452.36
2008-06-20,49557.16
2008-06-23,49379.31
2008-06-24,48831.65
2008-06-25,49295.71
2008-06-26,47989.68
2008-06-27,47962.78
2008-06-30,47780.20
2008-07-01,47767.75
2008-07-02,46455.18
2008-07-03,46006.35
2008-07-04,.
2008-07-07,45504.38
2008-07-08,46489.18
2008-07-09,45644.08
2008-07-10,45867.35
2008-07-11,45576.04
2008-07-14,45075.79
2008-07-15,44732.58
2008-07-16,46041.66
2008-07-17,46627.66
2008-07-18,46568.94
2008-07-21,46790.86
2008-07-22,47546.41
2008-07-23,47766.33
2008-07-24,46258.62
2008-07-25,46505.70
2008-07-28,45907.15
2008-07-29,47008.10
2008-07-30,47509.96
2008-07-31,47242.95
2008-08-01,47054.07
2008-08-04,46205.48
2008-08-05,47281.61
2008-08-06,47587.21
2008-08-07,46810.28
2008-08-08,47886.64
2008-08-11,48346.29
2008-08-12,47863.92
2008-08-13,47814.00
2008-08-14,48328.39
2008-08-15,48447.16
2008-08-18,47720.49
2008-08-19,47133.95
2008-08-20,47307.34
2008-08-21,47338.49
2008-08-22,47881.35
2008-08-25,46978.12
2008-08-26,47106.78
2008-08-27,47609.87
2008-08-28,48400.92
2008-08-29,48033.46
2008-09-01,.
2008-09-02,47735.59
2008-09-03,47495.91
2008-09-04,46226.50
2008-09-05,46420.72
2008-09-08,47071.70
2008-09-09,45174.59
2008-09-10,45704.78
2008-09-11,45962.05
2008-09-12,46454.32
2008-09-15,44307.16
2008-09-16,45084.08
2008-09-17,43030.84
2008-09-18,45018.30
2008-09-19,47031.97
2008-09-22,44699.21
2008-09-23,44136.48
2008-09-24,43721.85
2008-09-25,44279.12
2008-09-26,43947.67
2008-09-29,40441.36
2008-09-30,42176.07
2008-10-01,41979.02
2008-10-02,39604.96
2008-10-03,38663.17
2008-10-06,36882.35
2008-10-07,34857.58
2008-10-08,34348.77
2008-10-09,31823.73
2008-10-10,31923.43
2008-10-13,35268.55
2008-10-14,34777.76
2008-10-15,31543.21
2008-10-16,32686.77
2008-10-17,32677.67
2008-10-20,34030.34
2008-10-21,33047.05
2008-10-22,31047.59
2008-10-23,30316.00
2008-10-24,29322.36
2008-10-27,28209.22
2008-10-28,30632.10
2008-10-29,31111.96
2008-10-30,32287.34
2008-10-31,33141.46
2008-11-03,33224.71
2008-11-04,34080.83
2008-11-05,32334.83
2008-11-06,30757.85
2008-11-07,31571.43
2008-11-10,30825.72
2008-11-11,30059.53
2008-11-12,28302.32
2008-11-13,30460.98
2008-11-14,28885.88
2008-11-17,28337.03
2008-11-18,28243.30
2008-11-19,26079.11
2008-11-20,24117.87
2008-11-21,25401.61
2008-11-24,27419.23
2008-11-25,27923.16
2008-11-26,29300.11
2008-11-27,.
2008-11-28,29719.98
2008-12-01,26651.13
2008-12-02,27769.51
2008-12-03,28517.39
2008-12-04,27609.88
2008-12-05,28870.57
2008-12-08,29989.84
2008-12-09,29318.98
2008-12-10,30043.64
2008-12-11,28713.16
2008-12-12,29482.48
2008-12-15,28761.83
2008-12-16,30485.73
2008-12-17,30761.21
2008-12-18,30187.24
2008-12-19,30413.14
2008-12-22,29630.18
2008-12-23,29395.20
2008-12-24,29537.63
2008-12-25,.
